ChEMBL ID;Name;Synonyms;Type;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;CX Acidic pKa;CX Basic pKa;CX LogP;Aromatic Rings;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Formula;Smiles;Inchi Key
CHEMBL192;SILDENAFIL;APHRODIL|HIP-0908|HIP0908|NIPATRA|PATREX|REVATIO|SILDENAFIL|SILDENAFIL ACTAVIS|SILDENAFIL RATIOPHARM|SILDENAFIL TEVA|Sildenafil|UK-92480|VIAGRA|VIZARSIN;Small molecule;474.59;190;1555;1.61;113.42;8;1;0;7;7.63;5.98;1.23;3;33;10;1;0;4.742.049;C22H30N6O4S;CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12;BNRNXUUZRGQAQC-UHFFFAOYSA-N
CHEMBL865;VALDECOXIB;Bextra|NSC-759846|SC-65872|VALDECOXIB|VALDYN;Small molecule;314.37;174;847;2.96;86.19;4;1;0;3;10.06;0.42;2.82;3;22;5;2;0;3.140.725;C16H14N2O3S;Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1;LNPDTQAFDNKSHK-UHFFFAOYSA-N
CHEMBL503;LOVASTATIN;6.ALPHA.-METHYLCOMPACTIN|Altoprev|C10AA02|L-154803|LOVASTATIN|MEVINACOR|MEVINACOR 10|MEVINACOR 40|MEVINOLIN|MEVLOR|MK-803|MONACOLIN K|Mevacor|NSC-758662|SIMVASTATIN IMPURITY, LOVASTATIN-|SIVLOR;Small molecule;404.55;287;2694;4.20;72.83;5;1;0;6;;;3.90;0;29;5;1;0;4.042.563;C24H36O5;CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21;PCZOHLXUXFIOCF-BXMDZJJMSA-N
CHEMBL96783;XYLITOL;C-XYLIDEX CR 16055|E-967|E967|EUTRIT|FLUORETTE|INS NO.967|INS-967|KANNIT|KLINIT|KYLIT|NSC-25283|XYLITAB 300|XYLITE|XYLITE (SUGAR)|XYLITOL|XYLITOL CM 90|XYLITOL, D-|XYLITON|XYLO-PENTANE-1,2,3,4,5-PENTOL|XYLO-PENTITOL;Small molecule;152.15;2;3;-2.95;101.15;5;5;0;4;12.76;;-3.10;0;10;5;5;0;1.520.685;C5H12O5;OC[C@@H](O)[C@H](O)[C@@H](O)CO;HEBKCHPVOIAQTA-SCDXWVJYSA-N
CHEMBL2108358;SERELAXIN;HUMAN RELAXIN 2 (RELAXIN H2)|HUMAN RELAXIN RECOMBINANT|RECOMBINANT HUMAN RELAXIN|RLX-030|RLX030|SERELAXIN|Serelaxin;Protein;;;;;;;;;;;;;;;;;;;;;
CHEMBL1513;IRBESARTAN;APROVEL|Avapro|BMS-186295|IFIRMASTA|IRBESARTAN|IRBESARTAN BMS|IRBESARTAN TEVA|IRBESARTAN ZENTIVA|KARVEA|NSC-758696|SABERVEL|SARBEVEL|SR 47436|SR-47436;Small molecule;428.54;169;1661;4.78;87.13;5;1;0;7;4.29;4.08;4.47;3;32;7;1;0;4.282.325;C25H28N6O;CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1;YOSHYTLCDANDAN-UHFFFAOYSA-N
CHEMBL54976;TRYPTOPHAN;(-)-TRYPTOPHAN|GPPE PDR SACH|L-TRYPTOPHAN|NSC-13119|OPTIMAX|OPTIMAX WV|PACITRON|TRYPTOPHAN|TRYPTOPHAN ((-),L,S)|TRYPTOPHAN, L-|TRYTOPHAN-;Small molecule;204.23;88;297;1.12;79.11;2;3;0;3;2.54;9.40;-1.09;2;15;4;4;0;2.040.899;C11H12N2O2;N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O;QIVBCDIJIAJPQS-VIFPVBQESA-N
CHEMBL1069;VALSARTAN;CGP 48933|CGP-48933|Diovan|Exforge|NSC-758927|PREXXARTAN|VALSARTAN;Small molecule;435.53;161;2097;4.16;112.07;5;2;0;10;4.00;;4.59;3;32;8;2;0;4.352.270;C24H29N5O3;CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C;ACWBQPMHZXGDFX-QFIPXVFZSA-N
CHEMBL1017;TELMISARTAN;BIBR 277 SE|BIBR-277|BIBR-277 SE|BIBR-277-SE|BIBR-277SE|C09CA07|KINZALMONO|Micardis|PRITOR|SEMINTRA|TELMISARTAN|TELMISARTAN ACTAVIS|TELMISARTAN TEVA|TOLURA;Small molecule;514.63;104;476;7.26;72.94;5;1;2;7;3.62;5.86;6.13;6;39;6;1;2;5.142.369;C33H30N4O2;CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1;RMMXLENWKUUMAY-UHFFFAOYSA-N
CHEMBL429910;DAPAGLIFLOZIN;BMS-512148|BMS-512148-05|DAPAGLIFLOZIN|FORXIGA|LYN-045;Small molecule;408.88;19;230;1.84;99.38;6;4;0;6;12.57;;2.11;2;28;6;4;0;4.081.340;C21H25ClO6;CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1;JVHXJTBJCFBINQ-ADAARDCZSA-N
CHEMBL471737;IVABRADINE;Corlanor|IVABRADINE|PROCORALAN|S-16257;Small molecule;468.59;8;26;3.31;60.47;6;0;0;10;;9.37;2.72;2;34;7;0;0;4.682.624;C27H36N2O5;COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2;ACRHBAYQBXXRTO-OAQYLSRUSA-N
CHEMBL2062335;METOPROLOL TARTRATE;ARBRALENE|BELOC|BELOC COR|BETALOC|BETALOC S.A.|CGP-2175E|LOPRESOR|LOPRESOR SR|Lopressor|MEPRANIX 100|MEPRANIX 50|METOPROLOL HEMITARTRATE|METOPROLOL TARTRATE|METROPRESS|NSC-757105|PRELIS|SELOKEN|SELOPRAL|TENSOMEX|TOPROL XL;Small molecule;684.82;20;34;1.61;50.72;4;2;0;9;;9.67;1.76;1;19;4;2;0;2.671.834;C34H56N2O12;COCCc1ccc(OCC(O)CNC(C)C)cc1.COCCc1ccc(OCC(O)CNC(C)C)cc1.O=C(O)C(O)C(O)C(=O)O;YGULWPYYGQCFMP-UHFFFAOYSA-N
CHEMBL1557;DOPAMINE HYDROCHLORIDE;ASL-279|CARDIOSTERIL|DOPAMINE HCL|DOPAMINE HYDROCHLORIDE|DOPAMINI HYDROCHLORIDUM|DOPMIN|Dopamin-Natterman|Dynatra|INOTROPIN|Intropin|NSC-169105|SELECTAJET|Sabax Dopamin|TENSAMIN;Small molecule;189.64;65;1064;0.60;66.48;3;3;0;2;10.01;9.27;0.03;1;11;3;4;0;1.530.790;C8H12ClNO2;Cl.NCCc1ccc(O)c(O)c1;CTENFNNZBMHDDG-UHFFFAOYSA-N
CHEMBL93268;SODIUM NITRITE;E250|INS NO.250|INS-250|NATRII NITRIS|NATRUM NITROSUM|NITROUS ACID SODA|NITROUS ACID, SODIUM SALT|NSC-77391|SODIUM NITRITE|Sodium Nitrite;Small molecule;69.00;29;152;0.14;49.66;2;1;0;0;;;0.17;0;3;3;1;0;470.007;NNaO2;O=N[O-].[Na+];LPXPTNMVRIOKMN-UHFFFAOYSA-M
CHEMBL812;PYRIDOSTIGMINE BROMIDE;KALIMIN|KALYMIN|Kalymin|MESTINON 10|MESTINON RET|Mestinon|NSC-679759|NSC-758435|PYRIDOSTIGMINE BROMIDE|PYRIDOSTIGMINI BROMIDUM|Pyridostigmine Bromide|RO-1-5130|Regonal|Regonol;Small molecule;261.12;82;103;0.57;33.42;2;0;0;1;;;-3.47;1;13;4;0;0;1.810.972;C9H13BrN2O2;CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-];VNYBTNPBYXSMOO-UHFFFAOYSA-M
CHEMBL542541;HYDRALAZINE HYDROCHLORIDE;APRESSINUM|Apresoline|Dralzine|HYDRALAZINE HCL|HYDRALAZINE HYDROCHLORIDE|HYDRALAZINI HYDROCHLORIDUM|MC-1101|NSC-89394;Small molecule;196.64;33;111;0.92;63.83;4;2;0;1;;8.88;0.75;2;12;4;3;0;1.600.749;C8H9ClN4;Cl.NNc1nncc2ccccc12;ZUXNZUWOTSUBMN-UHFFFAOYSA-N
CHEMBL4594262;AMLODIPINE BENZOATE;AMLODIPINE BENZOATE|KATERZIA;Small molecule;531.01;;;2.27;99.88;7;2;0;8;;9.45;1.64;1;28;7;3;0;4.081.452;C27H31ClN2O7;CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)c1ccccc1;RVPCEXXEUXIPEO-UHFFFAOYSA-N
CHEMBL1200648;ROCURONIUM BROMIDE;ESMERON|ORG 9426|ORG-9426|ROCURONIUM BROMIDE|Zemuron;Small molecule;609.69;8;28;4.41;59.00;5;1;1;5;;7.96;-0.33;0;38;6;1;1;5.294.000;C32H53BrN2O4;C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1.[Br-];OYTJKRAYGYRUJK-FMCCZJBLSA-M
CHEMBL605;PROCAINAMIDE HYDROCHLORIDE;AMIDOPROCAINE|BIOCORYL|CARDIORYTMIN|NSC-757279|Novocainamid|PROCAINAMIDE HCL|PROCAINAMIDE HYDROCHLORIDE|PROCAINAMIDI HYDROCHLORIDUM|PROCAN SR|PROCANBID|PROCAPAN|PRONESTYL-SR|Procainamide Hydrochloride|Procan|Pronestyl;Small molecule;271.79;28;75;1.34;58.36;3;2;0;6;;9.04;0.95;1;17;4;3;0;2.351.685;C13H22ClN3O;CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl;ABTXGJFUQRCPNH-UHFFFAOYSA-N
CHEMBL1703;METFORMIN HYDROCHLORIDE;APOPHAGE|BENOFOMIN|BOLAMYN SR|DIABEFAGOS|DIABEX|DIAGEMET XL|EX-404|EX404|Fortamet|GLUCAMET 500|GLUCAMET 850|GLUCAMINOL|GLUCIENT SR|GLUCOPHAGE SR|GLUCOPHAGE XR|GLYFORMIN|Glucophage|Glumetza|Janumet|LA-6023|LEDERMETIN|METABET SR|METFORMIN HCL|METFORMIN HYDROCHLORIDE|METSOL|MILFORM|NEODIPA|NSC-91485|ORABET|RIOMET ER|Riomet|SIAMFORMET|SUKKARTO SR|WALAPHAGE;Small molecule;165.63;32;97;-1.03;88.99;2;4;0;0;;12.33;-0.92;0;9;5;5;0;1.291.014;C4H12ClN5;CN(C)C(=N)NC(=N)N.Cl;OETHQSJEHLVLGH-UHFFFAOYSA-N
CHEMBL1628233;FLUORESCEIN SODIUM;ACID YELLOW 73 SODIUM SALT|AK-FLUOR|C.I. 45350|C.I. ACID YELLOW 73|CI 45350|FLUOR-AMPS|FLUORESCEIN DISODIUM SALT|FLUORESCEIN SODIUM|FLUORESCEIN, DISODIUM SALT|FLUORESCEIN, SOLUBLE|FLUORESCEINUM NATRICUM|FLUORETS|FUNDUSCEIN-25|Fluorescite|Funduscein|KI202|KI202(1)|KI202(2)|RESORCINOL PHTHALEIN SODIUM|RETINOFLUOR|SOLUBLE FLUORESCEIN|URANIN|URANINE|URANINE WSS|YELLOW 8;Small molecule;376.28;1;1;2.84;72.83;5;1;0;0;1.77;;2.77;2;25;5;1;0;3.320.685;C20H10Na2O5;O=C([O-])c1ccccc1-c1c2ccc(=O)cc-2oc2cc([O-])ccc12.[Na+].[Na+];NJDNXYGOVLYJHP-UHFFFAOYSA-L
CHEMBL1200418;DOBUTAMINE HYDROCHLORIDE;46236|DL-DOBUTAMINE HYDROCHLORIDE|DOBUTAMINE HCL|DOBUTAMINE HYDROCHLORIDE|Dobutrex|NSC-299583|POSIJECT;Small molecule;337.85;26;56;2.96;72.72;4;4;0;7;10.14;9.27;2.62;2;22;4;4;0;3.011.678;C18H24ClNO3;CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1.Cl;BQKADKWNRWCIJL-UHFFFAOYSA-N
CHEMBL2107309;ALAGEBRIUM CHLORIDE;ALAGEBRIUM CHLORIDE|ALT-711;Small molecule;267.78;;;2.54;20.95;2;0;0;3;;;-0.86;2;16;2;0;0;2.320.791;C13H14ClNOS;Cc1sc[n+](CC(=O)c2ccccc2)c1C.[Cl-];MKOMESMZHZNBIZ-UHFFFAOYSA-M
CHEMBL1201124;KETOROLAC TROMETHAMINE;ACULAR LS|ACULAR PRESERVATIVE FREE|ACUVAIL|Acular|DOLAC|KETOROLAC TROMETAMOL|KETOROLAC TROMETHAMINE|LIXIDOL|NSC-758637|SPRIX|TARASYN|Toradol;Small molecule;376.41;26;44;2.29;59.30;3;1;0;3;3.84;;2.28;2;19;4;1;0;2.550.895;C19H24N2O6;NC(CO)(CO)CO.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O;BWHLPLXXIDYSNW-UHFFFAOYSA-N
CHEMBL2145077;IVABRADINE HYDROCHLORIDE;AMG 998|AMG-998|CORLENTOR|Corlanor|IVABRADINE|IVABRADINE HCL|IVABRADINE HYDROCHLORIDE|Procoralan|S 16257|S-16257-2;Small molecule;505.06;4;15;3.31;60.47;6;0;0;10;;9.37;2.72;2;34;7;0;0;4.682.624;C27H37ClN2O5;COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2.Cl;HLUKNZUABFFNQS-ZMBIFBSDSA-N
CHEMBL1700;SOTALOL HYDROCHLORIDE;BETA-CARDONE|BETAPACE AF|Betapace|DAROB|DL-MJ-1999|MJ 1999|MJ-1999|NSC-337251|NSC-760358|SOTACOR|SOTALEX|SOTALOL HCL|SOTALOL HYDROCHLORIDE|SOTYLIZE|Sorine;Small molecule;308.83;25;95;1.09;78.43;4;3;0;6;10.07;9.43;-0.40;1;18;5;3;0;2.721.195;C12H21ClN2O3S;CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl;VIDRYROWYFWGSY-UHFFFAOYSA-N
CHEMBL689;MANNITOL;ARIDOL KIT|Alexitol sodium|BRONCHITOL|CORDYCEPIC ACID|CRYSTALLINE MANNITOL EXTRA-FINE|CRYSTALLINE MANNITOL FINE|CRYSTALLINE MANNITOL STANDARD|D-(-)-MANNITOL|D-MANNITOL|Diosmol|E-421|E421|INS NO.421|INS-421|ISOMALT IMPURITY, MANNITOL-|MANNA SUGAR|MANNITE|MANNITOL|MANNITOL 200|MANNITOL 2080|MANNITOL 25|MANNITOL 300|MANNITOL 35|MANNITOL 60|MANNITOL M300|MANNITOL, D-|MANNITOLUM|MANNOGEM 2080|Mannite|Mannitol|NSC-407017|Osmitrol|PEARLITOL 160 C|PEARLITOL 200 SD|PEARLITOL 25 C|PEARLITOL 300 DC|PEARLITOL 50 C|Resectisol;Small molecule;182.17;149;665;-3.59;121.38;6;6;1;5;12.59;;-3.73;0;12;6;6;1;1.820.790;C6H14O6;OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO;FBPFZTCFMRRESA-KVTDHHQDSA-N
CHEMBL1201621;SOMATROPIN;ACCRETROPIN|ASELLACRIN 10|ASELLACRIN 2|BIO-TROPIN|CB-311|CRESCORMON|DA-3002|GENOTONORM|GENOTROPIN GOQUICK|GENOTROPIN KABIPEN|GENOTROPIN KABIQUICK|GENOTROPIN KABIVIAL|GENOTROPIN MINIQUICK|GENOTROPIN PRESERVATIVE FREE|GROWTH HORMONE|GROWTH HORMONE (HUMAN)|Genotropin|Genotropin [rDNA origin]|HSB-HGH|HUMAN GROWTH HORMONE|HYPERTROPIN|HumatroPen|Humatrope|LY-137998|LY137998|NORDITROPIN|NORDITROPIN FLEXPRO|NORDITROPIN NORDIFLEX|NORDITROPIN PENSET|NORDITROPIN SIMPLEXX|NUTROPIN AQ|NUTROPIN AQ NUSPIN|NUTROPIN AQ PEN|NUTROPIN DEPOT|NUTROPINAQ|Nutropin|OMNITROPE|OMNITROPE PEN 10|OMNITROPE PEN 5|OMNITROPE SUREPAL 10|OMNITROPE SUREPAL 15|OMNITROPE SUREPAL 5|R-HGH|RECOMBINANT HUMAN GROWTH HORMONE|RH-POLYPEPTIDE-7|SAIZEN CLICK.EASY|SAIZEN EASYJECT|SEROSTIM LQ|SOMATOTROPIN|SOMATOTROPIN (HUMAN)|SOMATOTROPIN HUMAN|SOMATOTROPIN HUMAN GROWTH HORMONE|SOMATROPIN|SOMATROPIN (RDNA ORIGIN)|SOMATROPIN BIOPARTNERS|SOMATROPIN FOR INJECTION|SOMATROPIN RECOMBINANT|Saizen|Serostim|TEV-TROPIN|TEVTROPIN|Tev-Tropin|VALTROPIN|VEXXON-HGH|ZOMACTON|ZORBTIVE;Protein;;;;;;;;;;;;;;;;;;;;;
CHEMBL926;DOBUTAMINE;COMPOUND 81929|COMPOUND-81929|DL-DOBUTAMINE|DOBUTAMINE|Dobutamine|Dobutrex|RACEMIC DOBUTAMINE;Small molecule;301.39;152;1215;2.96;72.72;4;4;0;7;10.14;9.27;2.62;2;22;4;4;0;3.011.678;C18H23NO3;CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1;JRWZLRBJNMZMFE-UHFFFAOYSA-N
CHEMBL779;TADALAFIL;ADCIRCA|Cialis|IC-351|IC351|LY-450190|LY450190|NSC-750236|NSC-759172|TADALAFIL|TADALAFIL MYLAN|TADLIQ|TRANS-TADALAFIL;Small molecule;389.41;72;247;2.21;74.87;4;1;0;1;;;1.64;3;29;7;1;0;3.891.376;C22H19N3O4;CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O;WOXKDUGGOYFFRN-IIBYNOLFSA-N
CHEMBL393220;ATORVASTATIN CALCIUM;ATORVASTATIN CALCIUM|ATORVASTATIN CALCIUM (ANHYDROUS)|ATORVASTATIN CALCIUM ANHYDROUS|ATORVASTATIN CALCIUM HYDRATE|ATORVASTATIN CALCIUM SALT ANHYDROUS|ATORVASTATIN CALCIUM SALT TRIHYDRATE|ATORVASTATIN CALCIUM TRIHYDRATE|CI-981|Lipitor|NSC-758617;Small molecule;1155.36;25;89;6.31;111.79;5;4;2;12;4.31;;5.39;4;41;7;4;2;5.582.530;C66H68CaF2N4O10;CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-].[Ca+2];FQCKMBLVYCEXJB-MNSAWQCASA-L
CHEMBL1201576;RITUXIMAB;ABP-798|ABP798|BI 695500|BI-695500|BI695500|BLITZIMA|CT-P10|GP2013|HS-006|HS-006 (RITUXIMAB BIOSIMILAR)|HS006|IDEC-102|IDEC-C2B8|MABTHERA|MABTHERA RITUXAN|MK-8808|PF-05280586|R-105 IDEC-102|RG-105|RHCACD20MA|RIABNI|RITEMVIA|RITUXIMAB|RITUXIMAB (GENETICAL RECOMBINATION)|RITUXIMAB ABBS|RITUXIMAB ARRX|RITUXIMAB BIOSIMILAR - CELLTRION|RITUXIMAB BIOSIMILAR -MERCK|RITUXIMAB PVVR|RITUXIMAB-ABBS|RITUXIMAB-ARRX|RITUXIMAB-BOEHRINGER INGELHEIM|RITUXIMAB-CT-P10|RITUXIMAB-PFIZER|RITUXIMAB-PVVR|RUXIENCE|Rituxan|SAIT-101|SAIT101|TRUXIMA|TUXELLA|USP MAB 001, MONOCLONAL IGG1|ZUBERITAMAB;Antibody;;2;19;;;;;;;;;;;;;;;;;;
CHEMBL1222250;DEXTROSE;ANHYDROUS DEXTROSE|ANHYDROUS GLUCOSE|CAPD|CLINTEC|D-GLUCOSE, ANHYDROUS|DEXTRO ENERGY|DEXTROGEL|DEXTROSE|DEXTROSE ANHYDROUS|DEXTROSE SOLUTION|DEXTROSE, ANHYDROUS|DEXTROSE, UNSPECIFIED|DEXTROSE, UNSPECIFIED FORM|Dextrose|GAMBROSOL|GLUCOSE|GLUCOSE ANHYDROUS|GLUCOSE INJECTION|GLUCOSE, ALPHA-D-|GLUCOSE, ANHYDROUS|GLUCOSE, LIQUID|GLUCOSE, UNSPECIFIED FORM|GLUCOSUM, ANHYDROUS|GRAPE SUGAR|GSF-SYRUP|Glucose|Glucose-40|Insta-Glucose|LIQUID GLUCOSE|NSC-406891|RAPILOSE|YOURGLUCO;Small molecule;180.16;28;77;-3.22;110.38;6;5;0;1;11.30;;-2.93;0;12;6;5;0;1.800.634;C6H12O6;OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O;WQZGKKKJIJFFOK-GASJEMHNSA-N
CHEMBL1201772;PRASUGREL;EFIENT|LY-640315|NSC-759625|PRASUGREL;Small molecule;373.45;11;40;3.89;46.61;5;0;0;5;;5.12;4.31;2;26;4;0;0;3.731.148;C20H20FNO3S;CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2;DTGLZDAWLRGWQN-UHFFFAOYSA-N
CHEMBL386630;TESTOSTERONE;ANDROPATCH|AXIRON|Androderm|Androgel|Androgel 1%|Delatestryl|FORTESTA|INTRINSA|NATESTO|NSC-9700|STRIANT|STRIANT SR|TESTIM|TESTODERM|TESTODERM TTS|TESTOGEL|TESTOPATCH|TESTOPEL|TESTORAL|TESTOSTERONE|TESTOSTERONE CIII|TOSTRAN|Testim|Testim 1%|Testosterone|VOGELXO;Small molecule;288.43;210;1417;3.88;37.30;2;1;0;0;;;3.37;0;21;2;1;0;2.882.089;C19H28O2;C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O;MUMGGOZAMZWBJJ-DYKIIFRCSA-N
CHEMBL778;DEXMEDETOMIDINE;DEXMEDETOMIDINE|Dexmedetomidine|MEDETOMIDINE, (S)-|MPV-1440|Precedex;Small molecule;200.28;26;73;3.18;28.68;1;1;0;2;;6.54;3.39;2;15;2;1;0;2.001.313;C13H16N2;Cc1cccc([C@H](C)c2c[nH]cn2)c1C;CUHVIMMYOGQXCV-NSHDSACASA-N
CHEMBL19236;MOXONIDINE;BDF-5896|BDF5896|BE-5895|BE5895|Cynt|FISIOTENS|LY-326869|LY326869|MOXONIDINE|NORMATENS|Norcynt|Nucynt|PHYSIOTENS;Small molecule;241.68;126;825;0.82;71.43;6;2;0;2;;7.26;1.54;1;16;6;2;0;2.410.730;C9H12ClN5O;COc1nc(C)nc(Cl)c1NC1=NCCN1;WPNJAUFVNXKLIM-UHFFFAOYSA-N
CHEMBL1201225;IODINE;IODINE|IODINE MILD|IODINE STRONG|IODIUM|IODUM|JODOSAN|NSC-42355|TEGODYNE;Small molecule;253.81;1;14;1.77;0.00;0;0;0;0;;;1.36;0;2;0;0;0;2.538.089;I2;II;PNDPGZBMCMUPRI-UHFFFAOYSA-N
CHEMBL2104496;THIAMINE MONONITRATE;ANEURINE MONONITRATE|BETABION MONONITRATE|THIAMIN MONONITRATE|THIAMINE MONONITRATE|THIAMINE NITRATE|THIAMINE NITRATE (SALT)|THIAMINI MONONITRAS|VITAMIN B1 (AS THIAMINE NITRATE)|VITAMIN B1 MONONITRATE;Small molecule;327.37;;;0.61;75.91;5;2;0;4;;5.54;-3.10;2;18;5;3;0;2.651.118;C12H17N5O4S;Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.O=[N+]([O-])[O-];UIERGBJEBXXIGO-UHFFFAOYSA-N
CHEMBL1201119;LIOTHYRONINE SODIUM;BASOPROCIN|CYNOMEL|CYTOBIN|Cytomel|IBIOTHYRON|L-TRIIODOTHYRONINE HYDROCHLORIDE|L-TRIIODOTHYRONINE SODIUM SALT|LIOTHYRONINE HYDROCHLORIDE|LIOTHYRONINE SODIUM|LIOTHYRONINE SODIUM SALT|LIOTRIX (T3)|LYOTHYRONIN|NSC-758175|NSC-80774|RATHYRONINE HYDROCHLORIDE, (S)-|RATHYRONINE SODIUM, (S)-|T3 (LIOTRIX)|T3 SODIUM SALT|TERTROXIN|THYBON|TRIIODOTHYRONINE|TRIIODOTHYRONINE SODIUM SALT|TRIIODOTHYRONINE SODIUM, LEVO|TRIIODOTHYRONINE,EVANS|TRIOSTAT;Small molecule;672.96;28;39;3.95;92.78;4;3;1;5;0.30;9.48;2.80;2;23;5;4;1;6.507.901;C15H11I3NNaO4;N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)[O-].[Na+];SBXXSUDPJJJJLC-YDALLXLXSA-M
CHEMBL3989515;PENICILLIN G BENZATHINE;BENZACILLIN|BENZAPEN|BENZATHIN PENICILLIN G|BENZATHINE BENZYLPENICILLIN|BENZATHINE PENICILLIN|BENZATHINI BENZYLPENICILLINUM|BENZETHACIL|BENZILPENICILLINA BENZATINICA|BENZYLPENICILLIN BENZATHINE|BENZYLPENICILLIN BENZATHINE HYDRATE|BICA-PENICILLIN|BICILLIN L-A|BICILLIN L-A TUBEX|Bicillin|CILLENTA|DEBECILLIN|DUROPENIN|EXTENCILLINE|LENTOCILLIN|LEOMYPEN|LONGACILINA|LONGICIL|MOLDAMIN|NEOLIN|PEN-DI-BEN|PENADUR|PENADUR 6-3-3|PENDEPON|PENDITAN|PENICILLIN G BENZATHINE|PENICILLIN G BENZATHINE ANHYDROUS|PENIDURAL|PENIDURAL LA|PENIDURE|Permapen|RETARPEN|VICIN|WYCILLINA;Small molecule;981.20;;;0.86;86.71;4;2;0;4;3.53;;1.08;1;23;6;2;0;3.340.987;C48H64N6O12S2;CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.O.O.O.O.c1ccc(CNCCNCc2ccccc2)cc1;WIDKTXGNSOORHA-CJHXQPGBSA-N
CHEMBL1200659;ENALAPRIL MALEATE;EDNYT|ENALAPRIL MALEATE|ENAPREN|EPANED|EPANED KIT|INNOVACE|MK-421|NSC-758143|PRALENAL 10|PRALENAL 2.5|PRALENAL 20|PRALENAL 5|RENITEC|Vasotec|Xanef;Small molecule;492.53;19;23;1.60;95.94;5;2;0;9;3.67;5.20;0.59;1;27;7;2;0;3.761.998;C24H32N2O9;CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O.O=C(O)/C=C\C(=O)O;OYFJQPXVCSSHAI-QFPUQLAESA-N
CHEMBL1398126;AMILORIDE HYDROCHLORIDE;AMILAMONT|AMILORIDE HCL|AMILORIDE HYDROCHLORIDE|AMILORIDE HYDROCHLORIDE ANHYDROUS|AMILORIDE HYDROCHLORIDE DEHYDRATE|AMILORIDE HYDROCHLORIDE DIHYDRATE|AMILORIDI HYDROCHLORIDUM|AMILOSPARE 5|AMIPRAMIDINE|AMORIDE|ANHYDROUS AMILORIDE HYDROCHLORIDE|BERKAMIL|Midamor|NSC-755847;Small molecule;302.12;33;70;-1.08;156.79;6;5;0;1;11.43;7.35;-0.50;1;15;8;8;1;2.290.479;C6H13Cl2N7O3;Cl.N=C(N)NC(=O)c1nc(Cl)c(N)nc1N.O.O;LTKVFMLMEYCWMK-UHFFFAOYSA-N
